0 10 0.0118844
10 20 23.9947
20 30 85.1996
30 40 108.707
40 50 131.026
50 60 148.96
60 70 147.64
70 80 132.702
80 90 111.809
90 100 91.332
100 110 72.9824
110 120 58.1031
120 130 45.351
130 140 36.4971
140 150 29.7111
150 160 22.3784
160 170 18.207
170 180 14.4753
180 190 11.8844
190 200 8.97276
